,fas_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
38572,377263,The Gate House,"The Gatehouse Public House, Donington Grove, Wolverhampton, West Midlands",WV10 6EE,391267,301388.0,52.610197,-2.130399,Wolverhampton
31284,314824,Pyne Arms,"East Down, Devon",EX31 4LX,260012,141414.0,51.154808,-4.003068,North Devon
36838,363696,The Apple Tree,"Apple Tree Cafe Bar And Shop, Onibury, Craven Arms, Shropshire",SY7 9AW,345516,279336.0,52.4093,-2.802376,Shropshire
16779,176170,Fulledge Conservative Club,"34-36 Plumbe Street, Burnley",BB11 3AB,384526,432420.0,53.787856,-2.236348,Burnley
8382,78824,Smithy's Marina Bar,"London Road, Shardlow, Derby, Derbyshire",DE72 2GL,444164,330279.0,52.868176,-1.345375,South Derbyshire
22105,225362,The Crab Tree,"6 Buckingham Road, Shoreham-By-Sea, West Sussex",BN43 5UA,521745,105380.0,50.835157,-0.272472,Adur
35282,351980,The Shrewsbury Arms,"2 Wolverhampton Street, Dudley",DY1 1DA,394369,290231.0,52.50994,-2.084396,Dudley
30391,306490,Watermill Inn,"Watermill Restaurant, Lelant Downs, Hayle, Cornwall",TR27 6LQ,154087,36442.0,50.176853,-5.445603,Cornwall
27579,280101,Monks Head,"Monks Head, 44 New Hythe Lane, Larkfield, Aylesford",ME20 6PN,570348,158464.0,51.299807,0.442148,Tonbridge and Malling
7312,69349,"Knots, Farndon Harbour","North End, Farndon, Nottinghamshire",NG24 3SX,476945,352143.0,53.061005,-0.853301,Newark and Sherwood
12838,140076,Essex House,"152-154 Station Road, Chingford",E4 6AN,539191,194697.0,51.63387,0.009803,Waltham Forest
34492,345392,The Fountain,"The Fountain, 93 Cheapside, Birmingham",B12 0QH,407892,285989.0,52.47178,-1.885246,Birmingham
49504,497972,Millhouse Inn,"Broughton Shopping Park, Chest, Broughton, Flintshire",CH4 0DP,335076,363986.0,53.16901,-2.972658,Flintshire
40399,390854,Stainforth Central Club,"Silver Street, Stainforth, Doncaster",DN7 5AJ,464289,412008.0,53.600696,-1.029992,Doncaster
48361,487768,Playdays Nursery & School Club,"53 Commercial Street, Maesteg, Maesteg, Bridgend County Borou",CF34 9HJ,285404,191102.0,51.607063,-3.656214,Bridgend
35564,354561,The Balance Inn,"Luston, Herefordshire",HR6 0EB,348663,262993.0,52.262691,-2.753615,"Herefordshire, County of"
7129,67843,Corner House,"37-39 Church Street, Mansfield, Nottinghamshire",NG18 1AF,453975,361073.0,53.144068,-1.19451,Mansfield
14553,155120,The Pot House,"Croft Terrace, Hartlepool",TS24 0QX,452782,533600.0,54.694678,-1.182619,Hartlepool
43609,416621,Harley Hotel,"Harley Hotel, 334 Glossop Road, Sheffield",S10 2HW,434318,387182.0,53.38038,-1.485565,Sheffield
9038,85174,Hendon Rugby Football Club,"Hendon Rugby Football Club,  Greenlands Lane, London",NW4 1RL,522925,190937.0,51.603873,-0.226415,Barnet
34731,346962,Chadsmoor Progressive Working Mens Club,"18 Burns Street, Blackfords, Chadsmoor, Cannock",WS11 6DR,399016,311425.0,52.700498,-2.016013,Cannock Chase
50786,508857,Dynevor Arms,"Peterston Road, Groes-Faen, Pontyclun",CF72 8NS,307004,181017.0,51.520388,-3.341731,Rhondda Cynon Taf
44807,445810,Ballumbie Castle Golf Club,"1 Old Quarry Road, Dundee",DD4 0SY,344162,733969.0,56.494477,-2.908509,Dundee City
39618,385189,The Golden Fleece,"126-128 Lane Ends, Colne Road, Oakworth, Keighley",BD22 7PR,402819,438786.0,53.845309,-1.958638,Bradford
44068,422433,Keystones,"4 Monkgate, York",YO31 7PE,460586,452246.0,53.962756,-1.07805,York
19770,202240,Higher Buck Inn,"Higher Buck Inn, The Square, Waddington, Clitheroe, Lancashire",BB7 3HZ,372826,443933.0,53.890858,-2.41495,Ribble Valley
33424,334110,THE GRIFFINS HEAD INN,"Griffins Head Inn, The Folly, Nether Compton, Dorset",DT9 4QE,377510,97780.0,50.779152,-2.32035,West Dorset
36655,362012,Albion Vaults,"Albion Inn, 12 Castle Foregate, Shrewsbury, Shropshire",SY1 2DJ,349394,312970.0,52.712011,-2.750517,Shropshire
42942,410198,Westlands Club,"Todds Lane, Burton Upon Stather, North Lincolnshire",DN15 9DG,487043,417686.0,53.648438,-0.684654,North Lincolnshire
14897,158359,The Forth Hotel,"17-23 Pink Lane, Newcastle upon Tyne",NE1 5DW,424527,563957.0,54.969626,-1.61841,Newcastle upon Tyne
7311,69328,Just Beer Micropub,"32a Castle Gate, Newark On Trent, Nottinghamshire",NG24 1BG,479579,353893.0,53.076348,-0.813574,Newark and Sherwood
45900,456301,Coady's Bar,16-20 Pilmuir Street Dunfermline Fife,KY12 7AJ,309155,687645.0,56.072958,-3.460953,Fife
3360,32507,The Harvester,"The Harvester, East of England Way, Orton Northgate, Peterborough",PE2 6HE,513825,295907.0,52.54912,-0.322766,Peterborough
41970,402103,The White Horse,"761 Leeds Road, Huddersfield",HD2 1YZ,416462,418792.0,53.665345,-1.752339,Kirklees
5395,52387,Alma Inn,"126 Chatsworth Road, Chesterfield, Derbyshire",S40 2AR,437216,370950.0,53.234287,-1.443885,Chesterfield
40259,389306,Conisbrough Castle Bar,"Chapel Lane, Conisbrough, Doncaster",DN12 2BW,451221,398445.0,53.480244,-1.229658,Doncaster
29165,294540,Cameo & Myu Bar,"7 Fir Vale Road, Bournemouth",BH1 2JA,409011,91368.0,50.721859,-1.873709,Bournemouth
39823,386411,Greetland All Rounders,"Sports Ground, Norland Road, Greetland",HX4 8PT,406724,421240.0,53.68757,-1.899662,Calderdale
48511,488599,Hafodyrynys Inn,"Pontbren Road, Hafodyrynys, Newport",NP11 5BE,322743,198932.0,51.683821,-3.118891,Caerphilly
35067,350596,Foresters Arms Public House,"Bridgnorth Road, Wollaston, Stourbridge",DY8 3PL,388284,284764.0,52.460703,-2.173859,Dudley
34332,342798,L M R C A Social Club,"674 Warwick Road, South Yardley, Birmingham",B11 2HJ,410536,283961.0,52.453495,-1.846387,Birmingham
4312,42720,Saffron Walden Rugby Club,"Saffron Walden Rugby Football Club, Chickney Road, Henham, Bishops Stortford",CM22 6BG,555062,229153.0,51.939279,0.254329,Uttlesford
39450,383648,Library Bar,"1 Glydegate, Bradford",BD5 0BQ,416070,432767.0,53.790973,-1.757551,Bradford
29676,300361,Timbuk 2,"22 Small Street, City Centre, Bristol",BS1 1DW,358799,173043.0,51.454858,-2.594353,"Bristol, City of"
15552,164298,The Yorkshire Lass,"Gurney Street, New Marske",TS11 8EG,462239,521236.0,54.582513,-1.038525,Redcar and Cleveland
25041,254155,Duke Of Marlborough,"27 Union Street, Maidstone, Kent",ME14 1ED,576209,156031.0,51.276177,0.524935,Maidstone
29213,295642,Spyglass and Kettle,"25-27 Stourwood Avenue, Bournemouth",BH6 3PW,413521,91454.0,50.722555,-1.809831,Bournemouth
45456,452913,Prestonfield Golf Club,"6 Priestfield Road North, Edinburgh",EH16 5HS,327227,672115.0,55.936559,-3.166502,City of Edinburgh
18595,192786,Revolution,"18-22 Wood Street, LIVERPOOL, Merseyside",L1 4AQ,334905,390077.0,53.40348,-2.980571,Liverpool
49344,496050,Snowdon,"11 Tudno Street, Llandudno",LL30 2HB,277966,382670.0,53.326833,-3.833771,Conwy
24911,252698,Tinto's,"24a Pier Street, Ventnor",PO38 1ST,456349,77535.0,50.594831,-1.205249,Isle of Wight
43416,414341,Shakespeare Inn,"2 - 3 St Helens Square, Scarborough, North Yorkshire",YO11 1EU,504456,488722.0,54.283468,-0.397021,Scarborough
10189,98648,The Sandrock,The Sandrock 152 Upper Shirley Road Croydon CR0 5HA,CR0 5HA,535650,164975.0,51.367645,-0.052746,Croydon
8932,83253,The Plough Inn,"The Plough, 1 The Green, Nettleham, Lincoln",LN2 2NR,500907,375363.0,53.265674,-0.488553,West Lindsey
19692,201826,The Bear's Paw,"42 Church Street, Preston",PR1 3DH,354339,429488.0,53.759744,-2.69407,Preston
44906,446574,No 1's Bar and Restaurant,"1-5 Ward Road, Dundee",DD1 1LP,340039,730409.0,56.461991,-2.974643,Dundee City
43881,420783,Rock Inn,"Rock Hill, Castleford",WF10 4RD,444013,424642.0,53.716344,-1.334573,Wakefield
50289,504906,Jubilee Hotel,"Jubilee Hotel, 112 St Davids Road, Letterston, Haverfordwest, Pembrokeshire",SA62 5SJ,193983,229643.0,51.927077,-4.997731,Pembrokeshire
45288,451108,CROSS KEYS INN,43 Lanark Road,EH14 1TL,321996,670627.0,55.922372,-3.249786,City of Edinburgh
15318,162845,The Grapes,"1 St Marys Chare, Hexham, Northumberland",NE46 1NQ,393596,563998.0,54.970549,-2.101569,Northumberland
10845,107568,The Victoria,"The Victoria, 451 Queensbridge Road, London",E8 3AS,533913,184642.0,51.544803,-0.070244,Hackney
30825,310192,Sorry Head (Horse & Dray),"10 Blackboy Road, Exeter, Devon",EX4 6SG,292846,93302.0,50.729421,-3.51961,Exeter
47060,472287,Dalziel Bowling Club,"494 Windmill Hill Street, Motherwell, Lanarkshire",ML1 2AF,276000,656053.0,55.78184,-3.978739,North Lanarkshire
20737,210613,The Gables,The Gables 2 Hough Lane Leyland Lancashire,PR25 2SD,354222,422256.0,53.694727,-2.694771,South Ribble
29005,292971,Fromeway Inn,"62 Frome Road, Radstock",BA3 3LG,369582,154673.0,51.29037,-2.437591,Bath and North East Somerset
32016,321460,Cleeve Hill Lawn Tennis Club,"Cleeve Hill, Downend, Bristol, South Gloucestershire",BS16 6EU,364801,177098.0,51.491732,-2.508381,South Gloucestershire
34581,345625,The Woodman,"Woodman Inn, New Canal Street, Birmingham",B5 5LG,407787,287095.0,52.481715,-1.886766,Birmingham
15313,162821,The Foxes Den,"2-4 Riverside, Felton, Northumberland",NE65 9EA,418479,600336.0,55.29679,-1.710528,Northumberland
39644,385272,The Monkey (Bar Only),"931-933 Great Horton Road, Bradford",BD7 4AQ,413272,430996.0,53.775134,-1.800098,Bradford
3187,30379,Mantra Club And Lounge,"50 Prince Of Wales Road, Norwich",NR1 1LL,623539,308644.0,52.629492,1.301661,Norwich
31693,318585,The Royal,"99 Edgcumbe Street, Plymouth",PL1 3SZ,246382,54424.0,50.369609,-4.161481,Plymouth
44158,423223,The Last Drop Inn,"27 Colliergate, York",YO1 8BN,460483,451933.0,53.959955,-1.079681,York
8062,76198,Southbank City,"12-18 Friar Lane, Nottingham",NG1 6DQ,457066,339782.0,52.95239,-1.152067,Nottingham
32340,323960,Ye Olde Smokey House,"Ye Olde Smokey House, Vicarage Road, Marldon",TQ3 1NN,287013,62790.0,50.454031,-3.59295,South Hams
15260,162574,Stocksfield Tennis Club,"Guessburn, Stocksfield, Northumberland",NE43 7QS,396816,602766.0,55.318954,-2.051721,Northumberland
15996,168385,ROYAL BRITISH LEGION CLUB,"6, GRANGE CRESCENT, SUNDERLAND",SR2 7BN,439604,556325.0,54.900089,-1.383962,Sunderland
5554,54001,Old Kings Head,"2 Harbidges Lane, Long Buckby, Northamptonshire",NN6 7QL,462442,267604.0,52.303007,-1.085679,Daventry
3192,30412,Micawbers Tavern,"92 Pottergate, Norwich",NR2 1DZ,622580,308701.0,52.630387,1.287553,Norwich
42364,405900,Queens Arms,"99 Long Row, Horsforth, Leeds",LS18 5AT,424195,438842.0,53.845261,-1.633746,Leeds
36187,358426,Miners Arms,"Miners Arms, Marston Lane, Bedworth",CV12 8DH,435935,287785.0,52.486806,-1.472234,Nuneaton and Bedworth
43884,420800,Roundhill Working Mens Club,"Roundhill Road, Castleford",WF10 5AE,442644,424983.0,53.719522,-1.355268,Wakefield
24989,253726,The Dewdrop Inn,"19 Steyning Avenue, Peacehaven, East Sussex",BN10 8LT,541172,100844.0,50.789993,0.0015,Lewes
3680,36453,The Cricketers Inn,"Cricketers Inn, 228 London Road, Westcliff-On-Sea, Essex",SS0 7JG,587284,185841.0,51.540392,0.699263,Southend-on-Sea
27409,278511,Chilton Tavern,"187 Pegwell Road, Ramsgate, Kent",CT11 0LY,636376,164473.0,51.330196,1.391726,Thanet
41714,400768,Mirfield Cricket Club The Pavilion,"Mirfield Memorial Park, Huddersfield Road, Mirfield",WF14 8AE,420552,419753.0,53.673838,-1.690378,Kirklees
33853,338762,The Bath Arms,"Market Place, Warminster, Wiltshire",BA12 9AZ,387562,145070.0,51.204703,-2.179414,Wiltshire
38352,374438,White Lion,"150 Sandwell Street, Walsall, West Midlands",WS1 3EQ,401597,297467.0,52.575019,-1.977866,Walsall
42763,408681,The County Hotel,"Pelham Road, Immingham",DN40 1AD,518957,415137.0,53.619273,-0.203046,North East Lincolnshire
18763,193536,The Stadium,"2-6 Townsend Lane, LIVERPOOL, Merseyside",L6 0BA,337097,392844.0,53.428614,-2.948159,Liverpool
39397,383069,Glassy Bar Ltd,"95 Legrams Lane, Bradford",BD7 1NH,414963,432863.0,53.791869,-1.77435,Bradford
1445,14325,The Court Theatre at Pendley,"Pendley Arts Centre, Station Road, Tring, Herts",HP23 5QY,494205,212025.0,51.798948,-0.635283,Dacorum
43505,414885,Byram Park Social Club & Institiute,"Kirkthorne Wood, Old Great North Road, Brotherton",WF11 9DX,449049,425492.0,53.723526,-1.258138,Selby
5091,49529,The Three Horseshoes Inn,"78 Town Street, Pinxton, Nottingham",NG16 6HN,446024,355479.0,53.094541,-1.314155,Bolsover
33088,331261,Farmhouse Tavern,"130 Newton Road, Torquay, Devon",TQ2 7AD,289801,66121.0,50.484507,-3.554661,Torbay
30058,304601,Poldark Inn,"The Poldark Inn, Treligga Downs, Delabole, Cornwall",PL33 9DQ,206051,83943.0,50.622864,-4.743317,Cornwall
4138,40787,The Crown,"51 High Street, Manningtree, Essex",CO11 1AH,610779,231886.0,51.945522,1.065449,Tendring
22278,227422,The Compasses Inn,"Sole Street, Crundale, Kent",CT4 7ES,609659,149312.0,51.20452,0.999929,Ashford
48058,484171,Chandlers,"2 Kilbowie Road, Clydebank",G81 1TH,249697,670136.0,55.900801,-4.405559,West Dunbartonshire
6520,61772,Bulls Head Inn,"78 Old Road, Tintwistle",SK13 1JY,402297,397386.0,53.473201,-1.966862,High Peak
12280,127972,Tunnel 267,"267 The Broadway, London",SW19 1SD,525614,170458.0,51.419228,-0.194897,Merton
47770,480332,The Brig,1 Main Street Ayr South Ayrshire,KA8 8BU,233800,622385.0,55.466981,-4.630579,South Ayrshire
35591,354620,The Exchange,"40 Widemarsh Street, Hereford",HR4 9EP,351007,240179.0,52.057822,-2.715973,"Herefordshire, County of"
6837,64082,The White Hart,"11 West Street, Geddington, Northamptonshire",NN14 1BD,489349,283117.0,52.438731,-0.687043,Kettering
9443,90588,Langley Park Golf Club,"Barnfield Wood Road, Beckenham",BR3 6SZ,538666,167283.0,51.387658,-0.008549,Bromley
47289,475491,Red House Hotel,"Red House Hotel, Station Road, Coupar Angus, Blairgowrie",PH13 9AL,322350,740254.0,56.547831,-3.264568,Perth and Kinross
13926,151433,Royal Air Forces Association,"43-47 Cockton Hill Road, Bishop Auckland",DL14 6HS,420907,528790.0,54.653777,-1.67748,County Durham
11974,122284,The Wych Elm Pub,"93 Elm Road, Kingston Upon Thames",KT2 6HT,518689,170026.0,51.416836,-0.294584,Kingston upon Thames
24230,245972,Lee On The Solent Conservative Club,"Court Barn, Court Barn Lane, Lee-On-The-Solent",PO13 9NZ,456706,101193.0,50.807516,-1.19658,Gosport
26203,266246,Lower Kingswood Social Club,"Buckland Road, Lower Kingswood, Surrey",KT20 7DN,524821,153467.0,51.2667,-0.212248,Reigate and Banstead
37436,367299,Checkley Cricket Club,"Uttoxeter Road, Checkley, Stoke on Trent",ST10 4NA,402313,338313.0,52.942212,-1.967028,Staffordshire Moorlands
35010,349969,Amblecote Institute Social Club,"Collis Street, Amblecote, Stourbridge",DY8 4EA,389826,285654.0,52.468726,-2.151191,Dudley
3103,29413,The Lobster,"Lobster Inn, 13 High Street, Sheringham, Norfolk",NR26 8JP,615924,343408.0,52.944603,1.212253,North Norfolk
37789,369955,Bidford Grange Golf Club,"Bidford Grange, Bidford-on-Avon, Alcester",B50 4LY,411716,251607.0,52.162612,-1.830137,Stratford-on-Avon
38353,374444,Why Not Inn,"St Georges Street, Darlaston, Walsall, West Midlands",WS10 8LF,397749,297290.0,52.573434,-2.034646,Walsall
46264,459750,Bar 91,"91 Candleriggs, Glasgow",G1 1NP,259532,665131.0,55.858838,-4.2458,Glasgow City
43099,412003,Robin Hood,"9 Church Street, Swinton, Rotherham",S64 8QA,445519,399193.0,53.487489,-1.315462,Rotherham
41614,399926,Greenhead Masonic Hall,"26 Greenhead Road, Huddersfield",HD1 4EN,413991,416744.0,53.647018,-1.789826,Kirklees
37533,367869,Windmill Inn,"Ashbank Road, Werrington, Stoke on Trent",ST9 0DT,394458,347591.0,53.025579,-2.084076,Staffordshire Moorlands
42888,409816,Queens Head,"Queens Head Hotel, 19 Queen Street, Epworth, North Lincolnshire",DN9 1HG,478319,403694.0,53.524077,-0.820109,North Lincolnshire
31987,321077,Wild Rocket Restaurant Bar,"18 High Street, Bridgwater",TA6 3BJ,329734,137038.0,51.128291,-3.005502,Sedgemoor
27858,282384,The White Horse,"Woolstone, Faringdon, Oxon",SN7 7QL,429383,187854.0,51.588778,-1.577272,Vale of White Horse
21735,221449,Standish Unity Club,"Cross Street, Standish, Wigan",WN6 0HQ,356219,410170.0,53.586284,-2.662824,Wigan
11100,111275,Barnet Football Club,"The Hive, Camrose Avenue",HA8 6AG,518605,190574.0,51.601528,-0.288886,Harrow
12605,133718,Canavans peckham pool club,"188, Rye Lane, London",SE15 4NF,534395,176013.0,51.467136,-0.066583,Southwark
24595,249566,Leigh Park Working Mens Club,"439 Dunsbury Way, Havant",PO9 5BD,471132,108463.0,50.871301,-0.990464,Havant
41430,398612,The Manor Farm,"194 Willerby Road, Hull",HU5 5JW,505110,429670.0,53.752796,-0.407375,"Kingston upon Hull, City of"
17973,187437,Norton Arms Hotel,"Main Street, Runcorn, Cheshire",WA7 2AD,353782,382195.0,53.334632,-2.695511,Halton
41055,395091,The Wellington Heifer,"Wellington Heifer Inn, Church View, Ainderby Steeple, North Yorkshire",DL7 9PU,433439,492056.0,54.322993,-1.487396,Hambleton
34445,345170,T/A Medicine Bar,"Scott House The Custard Factory, Gibb Street, Birmingham",B9 4AA,407934,286390.0,52.475375,-1.884618,Birmingham
50103,503177,Danny's Noodle Bar @ McCann's Rock Bar,10 High Street Newport South Wales,NP20 1FQ,331054,188328.0,51.589567,-2.996603,Newport
6891,65366,Leicester Electricity Sports Club,"Leicester Electricity Sports Cricke, 66 New Bridge Street, Leicester",LE2 7JR,458484,303134.0,52.622819,-1.1375,Leicester
22559,229726,The Crown,"Newbury Road, Kingsclere, Newbury, Hampshire",RG20 5QU,452547,158731.0,51.325261,-1.247258,Basingstoke and Deane
37012,364178,White Bear,"10 High Street, Whitchurch, Shropshire",SY13 1AR,354172,341508.0,52.968959,-2.683817,Shropshire
16000,168403,RYHOPE W. M. C.,"84, RYHOPE STREET SOUTH, SUNDERLAND",SR2 0AG,440161,553133.0,54.871371,-1.37572,Sunderland
22739,231231,Cherubs At The Bear Inn,"The Bear Inn, Lewes Road, Brighton",BN2 4AE,532208,105961.0,50.838085,-0.123759,Brighton and Hove
33682,336735,Halfway House,"Wilton Road, Salisbury, Wiltshire",SP2 7JY,412669,130631.0,51.074859,-1.820554,Wiltshire
21792,221971,Aura Lounge Bar,"103 Market Street, Hoylake, Wirral, Merseyside",CH47 5AA,321991,389353.0,53.39523,-3.174593,Wirral
3735,37129,Old Bell,"177 Luton Road, Harpenden, Hertfordshire",AL5 3BN,512607,215226.0,51.824318,-0.367494,St Albans
44642,443809,Ashton Bar,74 West Princes Street Helensburgh Argyll And Bute G84 8UG,G84 8UG,229476,682456.0,56.004628,-4.736384,Argyll and Bute
46955,471444,The Blair Tavern,"Blair Tavern Access Road, Auchentiber, Kilwinning",KA13 7RR,236519,647119.0,55.689921,-4.602273,North Ayrshire
44630,443676,Thistle Bar,"Mutchies, 199 East High Street, Forfar",DD8 2HL,346112,750865.0,56.646478,-2.880362,Angus
34668,346693,The Gate At Bourneheath,"36 Dodford Road, Bournheath, Bromsgrove, Worcestershire",B61 9JR,394815,274079.0,52.364738,-2.077569,Bromsgrove
4915,48166,The Gate,"The Gate Inn, Smeath Lane, Clarborough, Nottinghamshire",DN22 9JW,472578,383712.0,53.345333,-0.911285,Bassetlaw
37159,365596,Wilsons Arms Toby Carvery,"Wilsons Arms, 1635 Warwick Road, Knowle, Solihull, West Midlands",B93 9AH,417995,277009.0,52.390813,-1.736998,Solihull
49802,500964,Whitehall Golf Club,"The Pavillion, Nelson, Cilfynydd Mountain, Abercynon",CF46 6ST,309481,195157.0,51.647904,-3.309691,Merthyr Tydfil
40512,391406,Willa Spoons,"Silver Street, Thorne, Doncaster",DN8 5DT,468872,413148.0,53.610368,-0.960498,Doncaster
10376,101635,Bar Taps,"29 Silver Street, ENFIELD",EN1 3EF,532892,196668.0,51.653095,-0.080408,Enfield
44364,440524,RAINBOW CASINO,"61 Summer Street, Aberdeen",AB10 1SJ,393473,806106.0,57.145803,-2.109502,Aberdeen City
31270,314641,Manor House Inn,"39 St Marys Road, Croyde, Devon",EX33 1PG,244742,139211.0,51.131081,-4.220311,North Devon
14051,152192,The Daleside Arms,"Front Street, Croxdale, Durham",DH6 5HY,426592,536692.0,54.724522,-1.588653,County Durham
14228,152568,Three Tuns Hotel,"99 Collingwood Street, Coundon, Bishop Auckland",DL14 8LL,424185,529541.0,54.660381,-1.626598,County Durham
2368,21916,The Talbot Inn,"5 North Street, Stilton, Peterborough",PE7 3RP,516239,289514.0,52.491164,-0.289415,Huntingdonshire
33733,337440,Masons Arms,"East Street, Warminster, Wiltshire",BA12 9BN,387653,144988.0,51.203958,-2.178109,Wiltshire
9441,90536,Jolly Woodman,"9 Chancery Lane, Beckenham",BR3 6NR,537900,169371.0,51.406599,-0.018741,Bromley
17622,184742,Cleator Cricket Club,"Church Street, Cleator, Cumbria",CA23 3DD,301277,513621.0,54.50825,-3.526241,Copeland
17832,186076,The Stag Inn,"Dufton, Appleby-In-Westmorland",CA16 6DB,368913,525127.0,54.620323,-2.482943,Eden
22361,228283,Old Fisherman,"Mill Road, Shabbington, Buckinghamshire",HP18 9HJ,466466,206147.0,51.750085,-1.038591,Aylesbury Vale
29989,303778,Kings Arms Hotel,"55 Fore Street, Tregony, Truro, Cornwall",TR2 5RW,192598,44997.0,50.268435,-4.911689,Cornwall
48272,486472,Ye Olde Vigour Hotel,"Ye Olde Vigour Hotel, High Street, Cemaes Bay, Isle Of Anglesey",LL67 0HH,237126,393405.0,53.412251,-4.45197,Isle of Anglesey
25778,261882,Everest Nepalese Restaurant And Bar,"Donnington Arms, 147 - 151 Howard Street, Oxford, Oxfordshire",OX4 3AZ,453191,204978.0,51.74099,-1.231046,Oxford
27413,278559,Conqueror Alehouse,"4C Grange Road, Ramsgate, Kent",CT11 9LR,637411,164683.0,51.33165,1.406694,Thanet
14235,152618,Travellers Rest,"Front Street, Witton Gilbert, Durham",DH7 6TQ,423113,545723.0,54.805848,-1.641952,County Durham
43584,416172,Darnall Horticulture,"647-651 Staniforth Road, Sheffield",S9 4RD,439058,387928.0,53.386757,-1.414206,Sheffield
16968,178324,The Currock,"The Currock Inn, 41-43 Boundary Road, Carlisle",CA2 4HH,340548,554472.0,54.88145,-2.92818,Carlisle
38207,373276,Farmer John's,"Aldridge Road, Streetly, Walsall, West Midlands",B74 2DX,407271,297088.0,52.571567,-1.894135,Walsall
42380,406007,Richmond Hill Community Club,"Railway Street, Richmond Hill, Leeds",LS9 8HB,431064,433484.0,53.796742,-1.529888,Leeds
47457,477106,The Eriskyne,"Unit 1, Bargarran Square, Erskine, Renfrewshire",PA8 6BS,246003,671112.0,55.908385,-4.465137,Renfrewshire
8687,81353,Greens Norton British Legion Club,"10 School Lane, Greens Norton, Northamptonshire",NN12 8BU,466867,249814.0,52.14258,-1.024304,South Northamptonshire
30385,306422,Victoria Inn,"The Victoria Inn, Chyvelah Road, Threemilestone, Truro",TR3 6BY,178200,45021.0,50.263416,-5.113435,Cornwall
37457,367604,Pride Of The Moorlands,"THE PRIDE OF THE MOORLANDS JUNCTION ROAD, LEEK",ST13 5QP,398124,355671.0,53.098237,-2.029469,Staffordshire Moorlands
681,6472,Brickmakers Arms,"The Brambles, 218 Holt Road, Horsford",NR10 3ER,618974,316757.0,52.704159,1.239695,Broadland
46654,468159,Woodshed Bar,"Hilton Coylumbridge, Aviemore, Highland",PH22 1QN,290964,810782.0,57.174873,-3.805071,Highland
4829,47306,The Snipe,Alfreton Road,NG17 1JE,447889,357801.0,53.115248,-1.285977,Ashfield
24600,249728,Purbrook Cricket Club,"Cricket Club, Purbrook Heath Road, Purbrook, Waterlooville",PO7 5RU,466861,107949.0,50.867189,-1.051247,Winchester
10227,99131,Basrah Lounge,"165 Dukes Road, Acton",W3 0SL,519207,182068.0,51.524963,-0.283079,Ealing
31199,313870,The Silverton Inn,5 Fore Street Silverton Exeter Devon,EX5 4HP,295589,102943.0,50.81659,-3.483499,Mid Devon
33678,336652,Golden Swan,"Wilcot, Pewsey, Wiltshire",SN9 5NN,414268,161202.0,51.34972,-1.79651,Wiltshire
25924,263245,Electric Circus,"108 Commercial Road, Portsmouth",PO1 1EJ,464179,100362.0,50.799275,-1.09068,Portsmouth
25450,259171,Stony Stratford Conservative Club,"77 High Street, Stony Stratford, Milton Keynes",MK11 1AY,478651,240518.0,52.057481,-0.854285,Milton Keynes
13584,148634,Three Crowns,"53 Archer Street, Darlington",DL3 6LU,428744,514878.0,54.528365,-1.557374,Darlington
14256,152795,Wheatsheaf Inn,"Durham Road, Chester-Le-Street",DH3 2AB,427315,553576.0,54.876197,-1.575844,County Durham
1799,16969,Orchid 54 Winebar,"54 Sun Street, Waltham Abbey, Essex",EN9 1EJ,538362,200574.0,51.686883,0.000157,Epping Forest
41015,394993,The Dawnay Arms,"Newton On Ouse, North Yorkshire",YO30 2BR,451061,460071.0,54.034115,-1.221902,Hambleton
3975,39258,Framlingham Conservative Club,"10 Church Street, Framlingham, Suffolk",IP13 9BH,628589,263497.0,52.222207,1.345298,Suffolk Coastal
32600,326250,Nailsworth & District Comrades Club,"Old Bristol Road, Nailsworth, Stroud, Gloucestershire",GL6 0JE,384899,199370.0,51.692875,-2.219868,Stroud
11640,118985,Singer,"Singer, 1-5 City Road, Islington, London",EC1Y 1AG,532828,182155.0,51.5227,-0.086819,Islington
30566,307698,Budleigh Salterton Football Club,"Greenway Lane, Budleigh Salterton",EX9 6SG,306052,82689.0,50.636296,-3.329854,East Devon
10582,104105,Fox & Hounds,"57 Plumstead Common Road, London",SE18 3AS,543815,177960.0,51.482318,0.069731,Greenwich
23457,237546,White Horse Club & Sports Bar,JB Complex White Horse Caravan Park Paddock Lane Selsey Chichester West Sussex,PO20 9EJ,485319,93883.0,50.738302,-0.792272,Chichester
6800,63900,Prince of Wales,"Prince Of Wales, Dalkeith Place, Kettering, Northamptonshire",NN16 0BS,486767,278694.0,52.399402,-0.726161,Kettering
15820,166684,The Norton Tavern,"Station Road, Norton",TS20 1PE,444073,522656.0,54.59717,-1.31937,Stockton-on-Tees
10632,105111,The Bull Hotel,"151 Shooters Hill, London",SE18 3HP,543913,176456.0,51.468779,0.070529,Greenwich
29739,301238,Moo Moo Clubrooms,"Moo Moo, Regent Street, Cheltenham, Gloucestershire",GL50 1HE,394912,222321.0,51.89941,-2.075352,Cheltenham
24588,249481,Havant Ex-Servicemen Club,"Ex Servicemen and British Legion Club, Brockhampton Lane, Havant",PO9 1LZ,471244,106167.0,50.850635,-0.989319,Havant
